_id,day,first_time,folder,last_time,nsamples,samples
62c2f7b756ebca966f9f294a,Mon Jul 04 2022,1656944504809,Head_01,1656945571634,32,"[{""name"":""H01_Twindings"",""value"":34.2,""time"":1656944504809},{""name"":""H01_Tplate"",""value"":35.9,""time"":1656944504989},{""name"":""H01_Tboard"",""value"":33.5,""time"":1656944506104},{""name"":""H01_Tcpu"",""value"":34.6,""time"":1656944505547},{""name"":""H01_Twindings"",""value"":33.5,""time"":1656944670207},{""name"":""H01_Tplate"",""value"":35.1,""time"":1656944670261},{""name"":""H01_Tcpu"",""value"":33.8,""time"":1656944670303},{""name"":""H01_Tboard"",""value"":32.8,""time"":1656944670467},{""name"":""H01_Twindings"",""value"":32.5,""time"":1656944831282},{""name"":""H01_Tplate"",""value"":34.1,""time"":1656944831423},{""name"":""H01_Tcpu"",""value"":32.8,""time"":1656944831588},{""name"":""H01_Tboard"",""value"":31.8,""time"":1656944832518},{""name"":""H01_Twindings"",""value"":21,""time"":1656944951503},{""name"":""H01_Tplate"",""value"":22,""time"":1656944951941},{""name"":""H01_Tcpu"",""value"":21.2,""time"":1656944952727},{""name"":""H01_Tboard"",""value"":20.6,""time"":1656944952823},{""name"":""H01_Twindings"",""value"":23.6,""time"":1656945071291},{""name"":""H01_Tplate"",""value"":24.8,""time"":1656945071343},{""name"":""H01_Tcpu"",""value"":23.8,""time"":1656945071500},{""name"":""H01_Tboard"",""value"":23.1,""time"":1656945071661},{""name"":""H01_Twindings"",""value"":27.5,""time"":1656945278488},{""name"":""H01_Tplate"",""value"":32.9,""time"":1656945218455},{""name"":""H01_Tboard"",""value"":30.7,""time"":1656945218570},{""name"":""H01_Tcpu"",""value"":31.7,""time"":1656945218495},{""name"":""H01_Twindings"",""value"":27,""time"":1656945398491},{""name"":""H01_Tplate"",""value"":34.1,""time"":1656945338483},{""name"":""H01_Tcpu"",""value"":32.8,""time"":1656945338527},{""name"":""H01_Tboard"",""value"":31.8,""time"":1656945338568},{""name"":""H01_Twindings"",""value"":30.7,""time"":1656945571370},{""name"":""H01_Tplate"",""value"":32.2,""time"":1656945571427},{""name"":""H01_Tcpu"",""value"":31,""time"":1656945571471},{""name"":""H01_Tboard"",""value"":30.1,""time"":1656945571634}]"
62c2f7b756ebca966f9f294c,Mon Jul 04 2022,1656944504809,Head_02,1656945571634,32,"[{""name"":""H02_Tplate"",""value"":23.9,""time"":1656944504989},{""name"":""H02_Tboard"",""value"":22.3,""time"":1656944506104},{""name"":""H02_Twindings"",""value"":22.8,""time"":1656944504809},{""name"":""H02_Tcpu"",""value"":23,""time"":1656944505547},{""name"":""H02_Twindings"",""value"":26,""time"":1656944670207},{""name"":""H02_Tcpu"",""value"":26.3,""time"":1656944670303},{""name"":""H02_Tboard"",""value"":25.5,""time"":1656944670467},{""name"":""H02_Tplate"",""value"":27.3,""time"":1656944670261},{""name"":""H02_Twindings"",""value"":26.1,""time"":1656944831282},{""name"":""H02_Tplate"",""value"":27.4,""time"":1656944831423},{""name"":""H02_Tcpu"",""value"":26.3,""time"":1656944831588},{""name"":""H02_Tboard"",""value"":25.6,""time"":1656944832518},{""name"":""H02_Twindings"",""value"":29.6,""time"":1656944951503},{""name"":""H02_Tplate"",""value"":31,""time"":1656944951941},{""name"":""H02_Tcpu"",""value"":29.9,""time"":1656944952727},{""name"":""H02_Tboard"",""value"":29,""time"":1656944952823},{""name"":""H02_Twindings"",""value"":22.1,""time"":1656945071291},{""name"":""H02_Tplate"",""value"":23.2,""time"":1656945071343},{""name"":""H02_Tboard"",""value"":21.7,""time"":1656945071661},{""name"":""H02_Tcpu"",""value"":22.3,""time"":1656945071500},{""name"":""H02_Tplate"",""value"":31.1,""time"":1656945218455},{""name"":""H02_Twindings"",""value"":29.8,""time"":1656945278488},{""name"":""H02_Tcpu"",""value"":29.9,""time"":1656945218495},{""name"":""H02_Tboard"",""value"":29,""time"":1656945218570},{""name"":""H02_Twindings"",""value"":22.2,""time"":1656945398491},{""name"":""H02_Tcpu"",""value"":33.5,""time"":1656945338527},{""name"":""H02_Tplate"",""value"":34.8,""time"":1656945338483},{""name"":""H02_Tboard"",""value"":32.5,""time"":1656945338568},{""name"":""H02_Twindings"",""value"":22,""time"":1656945571370},{""name"":""H02_Tplate"",""value"":23.1,""time"":1656945571427},{""name"":""H02_Tcpu"",""value"":22.2,""time"":1656945571471},{""name"":""H02_Tboard"",""value"":21.5,""time"":1656945571634}]"
62c2f7b756ebca966f9f294e,Mon Jul 04 2022,1656944504809,Head_03,1656945571634,32,"[{""name"":""H03_Tcpu"",""value"":34.3,""time"":1656944505547},{""name"":""H03_Tplate"",""value"":35.7,""time"":1656944504989},{""name"":""H03_Twindings"",""value"":34,""time"":1656944504809},{""name"":""H03_Tboard"",""value"":33.3,""time"":1656944506104},{""name"":""H03_Twindings"",""value"":30.5,""time"":1656944670207},{""name"":""H03_Tplate"",""value"":32,""time"":1656944670261},{""name"":""H03_Tboard"",""value"":29.9,""time"":1656944670467},{""name"":""H03_Tcpu"",""value"":30.8,""time"":1656944670303},{""name"":""H03_Twindings"",""value"":29,""time"":1656944831282},{""name"":""H03_Tplate"",""value"":30.4,""time"":1656944831423},{""name"":""H03_Tcpu"",""value"":29.3,""time"":1656944831588},{""name"":""H03_Tboard"",""value"":28.4,""time"":1656944832518},{""name"":""H03_Twindings"",""value"":33.6,""time"":1656944951503},{""name"":""H03_Tplate"",""value"":35.3,""time"":1656944951941},{""name"":""H03_Tcpu"",""value"":33.9,""time"":1656944952727},{""name"":""H03_Tboard"",""value"":32.9,""time"":1656944952823},{""name"":""H03_Twindings"",""value"":25.2,""time"":1656945071291},{""name"":""H03_Tplate"",""value"":26.5,""time"":1656945071343},{""name"":""H03_Tcpu"",""value"":25.4,""time"":1656945071500},{""name"":""H03_Tboard"",""value"":24.7,""time"":1656945071661},{""name"":""H03_Tcpu"",""value"":29.7,""time"":1656945218495},{""name"":""H03_Tboard"",""value"":28.8,""time"":1656945218570},{""name"":""H03_Twindings"",""value"":21.9,""time"":1656945278488},{""name"":""H03_Tplate"",""value"":30.9,""time"":1656945218455},{""name"":""H03_Tplate"",""value"":26.9,""time"":1656945338483},{""name"":""H03_Twindings"",""value"":23.9,""time"":1656945398491},{""name"":""H03_Tboard"",""value"":25.1,""time"":1656945338568},{""name"":""H03_Tcpu"",""value"":25.9,""time"":1656945338527},{""name"":""H03_Twindings"",""value"":33.4,""time"":1656945571370},{""name"":""H03_Tplate"",""value"":35.1,""time"":1656945571427},{""name"":""H03_Tcpu"",""value"":33.7,""time"":1656945571471},{""name"":""H03_Tboard"",""value"":32.7,""time"":1656945571634}]"
62c2f7b756ebca966f9f2950,Mon Jul 04 2022,1656944504809,Head_04,1656945571634,32,"[{""name"":""H04_Tboard"",""value"":33.9,""time"":1656944506104},{""name"":""H04_Tcpu"",""value"":34.9,""time"":1656944505547},{""name"":""H04_Tplate"",""value"":36.3,""time"":1656944504989},{""name"":""H04_Twindings"",""value"":34.6,""time"":1656944504809},{""name"":""H04_Tcpu"",""value"":36.3,""time"":1656944670303},{""name"":""H04_Tplate"",""value"":37.7,""time"":1656944670261},{""name"":""H04_Twindings"",""value"":35.9,""time"":1656944670207},{""name"":""H04_Tboard"",""value"":35.2,""time"":1656944670467},{""name"":""H04_Tplate"",""value"":30.3,""time"":1656944831423},{""name"":""H04_Tcpu"",""value"":29.1,""time"":1656944831588},{""name"":""H04_Twindings"",""value"":28.8,""time"":1656944831282},{""name"":""H04_Tboard"",""value"":28.2,""time"":1656944832518},{""name"":""H04_Twindings"",""value"":29.1,""time"":1656944951503},{""name"":""H04_Tplate"",""value"":30.5,""time"":1656944951941},{""name"":""H04_Tcpu"",""value"":29.3,""time"":1656944952727},{""name"":""H04_Tboard"",""value"":28.5,""time"":1656944952823},{""name"":""H04_Twindings"",""value"":21.1,""time"":1656945071291},{""name"":""H04_Tcpu"",""value"":21.3,""time"":1656945071500},{""name"":""H04_Tplate"",""value"":22.2,""time"":1656945071343},{""name"":""H04_Tboard"",""value"":20.7,""time"":1656945071661},{""name"":""H04_Twindings"",""value"":22.9,""time"":1656945278488},{""name"":""H04_Tboard"",""value"":35,""time"":1656945218570},{""name"":""H04_Tplate"",""value"":37.5,""time"":1656945218455},{""name"":""H04_Tcpu"",""value"":36,""time"":1656945218495},{""name"":""H04_Twindings"",""value"":30,""time"":1656945398491},{""name"":""H04_Tplate"",""value"":27.7,""time"":1656945338483},{""name"":""H04_Tcpu"",""value"":26.6,""time"":1656945338527},{""name"":""H04_Tboard"",""value"":25.8,""time"":1656945338568},{""name"":""H04_Twindings"",""value"":34.8,""time"":1656945571370},{""name"":""H04_Tplate"",""value"":36.5,""time"":1656945571427},{""name"":""H04_Tcpu"",""value"":35.1,""time"":1656945571471},{""name"":""H04_Tboard"",""value"":34.1,""time"":1656945571634}]"
62c2f7b756ebca966f9f2952,Mon Jul 04 2022,1656944504809,Head_06,1656945571634,32,"[{""name"":""H06_Twindings"",""value"":31.4,""time"":1656944504809},{""name"":""H06_Tboard"",""value"":30.8,""time"":1656944506104},{""name"":""H06_Tcpu"",""value"":31.7,""time"":1656944505547},{""name"":""H06_Tplate"",""value"":33,""time"":1656944504989},{""name"":""H06_Tcpu"",""value"":23.1,""time"":1656944670303},{""name"":""H06_Twindings"",""value"":22.9,""time"":1656944670207},{""name"":""H06_Tboard"",""value"":22.4,""time"":1656944670467},{""name"":""H06_Tplate"",""value"":24,""time"":1656944670261},{""name"":""H06_Tboard"",""value"":29,""time"":1656944832518},{""name"":""H06_Twindings"",""value"":29.6,""time"":1656944831282},{""name"":""H06_Tplate"",""value"":31,""time"":1656944831423},{""name"":""H06_Tcpu"",""value"":29.9,""time"":1656944831588},{""name"":""H06_Twindings"",""value"":31.1,""time"":1656944951503},{""name"":""H06_Tplate"",""value"":32.6,""time"":1656944951941},{""name"":""H06_Tcpu"",""value"":31.4,""time"":1656944952727},{""name"":""H06_Tboard"",""value"":30.4,""time"":1656944952823},{""name"":""H06_Twindings"",""value"":21.3,""time"":1656945071291},{""name"":""H06_Tcpu"",""value"":21.5,""time"":1656945071500},{""name"":""H06_Tplate"",""value"":22.4,""time"":1656945071343},{""name"":""H06_Tboard"",""value"":20.9,""time"":1656945071661},{""name"":""H06_Twindings"",""value"":33,""time"":1656945278488},{""name"":""H06_Tplate"",""value"":32.1,""time"":1656945218455},{""name"":""H06_Tcpu"",""value"":30.9,""time"":1656945218495},{""name"":""H06_Tboard"",""value"":29.9,""time"":1656945218570},{""name"":""H06_Twindings"",""value"":36,""time"":1656945398491},{""name"":""H06_Tcpu"",""value"":26.4,""time"":1656945338527},{""name"":""H06_Tboard"",""value"":25.6,""time"":1656945338568},{""name"":""H06_Tplate"",""value"":27.5,""time"":1656945338483},{""name"":""H06_Twindings"",""value"":27.2,""time"":1656945571370},{""name"":""H06_Tcpu"",""value"":27.5,""time"":1656945571471},{""name"":""H06_Tboard"",""value"":26.7,""time"":1656945571634},{""name"":""H06_Tplate"",""value"":28.6,""time"":1656945571427}]"
62c2f7b756ebca966f9f2954,Mon Jul 04 2022,1656944504809,Head_07,1656945571634,32,"[{""name"":""H07_Tplate"",""value"":28.4,""time"":1656944504989},{""name"":""H07_Twindings"",""value"":27,""time"":1656944504809},{""name"":""H07_Tboard"",""value"":26.5,""time"":1656944506104},{""name"":""H07_Tcpu"",""value"":27.3,""time"":1656944505547},{""name"":""H07_Twindings"",""value"":21.3,""time"":1656944670207},{""name"":""H07_Tboard"",""value"":20.9,""time"":1656944670467},{""name"":""H07_Tplate"",""value"":22.4,""time"":1656944670261},{""name"":""H07_Tcpu"",""value"":21.5,""time"":1656944670303},{""name"":""H07_Twindings"",""value"":21.4,""time"":1656944831282},{""name"":""H07_Tplate"",""value"":22.5,""time"":1656944831423},{""name"":""H07_Tcpu"",""value"":21.6,""time"":1656944831588},{""name"":""H07_Tboard"",""value"":21,""time"":1656944832518},{""name"":""H07_Twindings"",""value"":28.1,""time"":1656944951503},{""name"":""H07_Tplate"",""value"":29.5,""time"":1656944951941},{""name"":""H07_Tcpu"",""value"":28.4,""time"":1656944952727},{""name"":""H07_Tboard"",""value"":27.5,""time"":1656944952823},{""name"":""H07_Twindings"",""value"":35.1,""time"":1656945071291},{""name"":""H07_Tplate"",""value"":36.9,""time"":1656945071343},{""name"":""H07_Tcpu"",""value"":35.5,""time"":1656945071500},{""name"":""H07_Tboard"",""value"":34.4,""time"":1656945071661},{""name"":""H07_Tplate"",""value"":32.1,""time"":1656945218455},{""name"":""H07_Tcpu"",""value"":30.9,""time"":1656945218495},{""name"":""H07_Twindings"",""value"":26,""time"":1656945278488},{""name"":""H07_Tboard"",""value"":30,""time"":1656945218570},{""name"":""H07_Twindings"",""value"":29.1,""time"":1656945398491},{""name"":""H07_Tplate"",""value"":35.3,""time"":1656945338483},{""name"":""H07_Tboard"",""value"":32.9,""time"":1656945338568},{""name"":""H07_Tcpu"",""value"":33.9,""time"":1656945338527},{""name"":""H07_Twindings"",""value"":30.8,""time"":1656945571370},{""name"":""H07_Tplate"",""value"":32.3,""time"":1656945571427},{""name"":""H07_Tboard"",""value"":30.2,""time"":1656945571634},{""name"":""H07_Tcpu"",""value"":31.1,""time"":1656945571471}]"
62c2f7b756ebca966f9f2956,Mon Jul 04 2022,1656944504809,Head_08,1656945571634,32,"[{""name"":""H08_Tcpu"",""value"":34.7,""time"":1656944505547},{""name"":""H08_Tplate"",""value"":36.1,""time"":1656944504989},{""name"":""H08_Twindings"",""value"":34.4,""time"":1656944504809},{""name"":""H08_Tboard"",""value"":33.7,""time"":1656944506104},{""name"":""H08_Tplate"",""value"":30.6,""time"":1656944670261},{""name"":""H08_Twindings"",""value"":29.2,""time"":1656944670207},{""name"":""H08_Tcpu"",""value"":29.5,""time"":1656944670303},{""name"":""H08_Tboard"",""value"":28.6,""time"":1656944670467},{""name"":""H08_Twindings"",""value"":29,""time"":1656944831282},{""name"":""H08_Tplate"",""value"":30.5,""time"":1656944831423},{""name"":""H08_Tcpu"",""value"":29.3,""time"":1656944831588},{""name"":""H08_Tboard"",""value"":28.4,""time"":1656944832518},{""name"":""H08_Twindings"",""value"":27.1,""time"":1656944951503},{""name"":""H08_Tplate"",""value"":28.4,""time"":1656944951941},{""name"":""H08_Tboard"",""value"":26.5,""time"":1656944952823},{""name"":""H08_Tcpu"",""value"":27.4,""time"":1656944952727},{""name"":""H08_Tplate"",""value"":26.3,""time"":1656945071343},{""name"":""H08_Tboard"",""value"":24.6,""time"":1656945071661},{""name"":""H08_Twindings"",""value"":25.1,""time"":1656945071291},{""name"":""H08_Tcpu"",""value"":25.3,""time"":1656945071500},{""name"":""H08_Tcpu"",""value"":28.4,""time"":1656945218495},{""name"":""H08_Twindings"",""value"":29.1,""time"":1656945278488},{""name"":""H08_Tboard"",""value"":27.5,""time"":1656945218570},{""name"":""H08_Tplate"",""value"":29.5,""time"":1656945218455},{""name"":""H08_Twindings"",""value"":31.1,""time"":1656945398491},{""name"":""H08_Tcpu"",""value"":23.2,""time"":1656945338527},{""name"":""H08_Tplate"",""value"":24.1,""time"":1656945338483},{""name"":""H08_Tboard"",""value"":22.5,""time"":1656945338568},{""name"":""H08_Tcpu"",""value"":28.9,""time"":1656945571471},{""name"":""H08_Twindings"",""value"":28.6,""time"":1656945571370},{""name"":""H08_Tplate"",""value"":30,""time"":1656945571427},{""name"":""H08_Tboard"",""value"":28,""time"":1656945571634}]"
62c2f7b756ebca966f9f2958,Mon Jul 04 2022,1656944504809,Head_09,1656945571634,32,"[{""name"":""H09_Tboard"",""value"":31,""time"":1656944506104},{""name"":""H09_Tcpu"",""value"":32,""time"":1656944505547},{""name"":""H09_Tplate"",""value"":33.2,""time"":1656944504989},{""name"":""H09_Twindings"",""value"":31.7,""time"":1656944504809},{""name"":""H09_Twindings"",""value"":22.7,""time"":1656944670207},{""name"":""H09_Tcpu"",""value"":23,""time"":1656944670303},{""name"":""H09_Tplate"",""value"":23.9,""time"":1656944670261},{""name"":""H09_Tboard"",""value"":22.3,""time"":1656944670467},{""name"":""H09_Tcpu"",""value"":33.5,""time"":1656944831588},{""name"":""H09_Tplate"",""value"":34.8,""time"":1656944831423},{""name"":""H09_Twindings"",""value"":33.2,""time"":1656944831282},{""name"":""H09_Tboard"",""value"":32.5,""time"":1656944832518},{""name"":""H09_Tplate"",""value"":34.8,""time"":1656944951941},{""name"":""H09_Twindings"",""value"":33.2,""time"":1656944951503},{""name"":""H09_Tboard"",""value"":32.5,""time"":1656944952823},{""name"":""H09_Tcpu"",""value"":33.5,""time"":1656944952727},{""name"":""H09_Tplate"",""value"":29.8,""time"":1656945071343},{""name"":""H09_Tcpu"",""value"":28.7,""time"":1656945071500},{""name"":""H09_Twindings"",""value"":28.4,""time"":1656945071291},{""name"":""H09_Tboard"",""value"":27.8,""time"":1656945071661},{""name"":""H09_Twindings"",""value"":27.9,""time"":1656945278488},{""name"":""H09_Tplate"",""value"":22.3,""time"":1656945218455},{""name"":""H09_Tboard"",""value"":20.8,""time"":1656945218570},{""name"":""H09_Tcpu"",""value"":21.4,""time"":1656945218495},{""name"":""H09_Tplate"",""value"":27.8,""time"":1656945338483},{""name"":""H09_Tboard"",""value"":26,""time"":1656945338568},{""name"":""H09_Tcpu"",""value"":26.7,""time"":1656945338527},{""name"":""H09_Twindings"",""value"":30.7,""time"":1656945398491},{""name"":""H09_Twindings"",""value"":25,""time"":1656945571370},{""name"":""H09_Tboard"",""value"":24.5,""time"":1656945571634},{""name"":""H09_Tplate"",""value"":26.2,""time"":1656945571427},{""name"":""H09_Tcpu"",""value"":25.2,""time"":1656945571471}]"
62c2f7b756ebca966f9f295a,Mon Jul 04 2022,1656944504809,Head_11,1656945571634,32,"[{""name"":""H11_Twindings"",""value"":22.9,""time"":1656944504809},{""name"":""H11_Tboard"",""value"":22.4,""time"":1656944506104},{""name"":""H11_Tcpu"",""value"":23.1,""time"":1656944505547},{""name"":""H11_Tplate"",""value"":24,""time"":1656944504989},{""name"":""H11_Tcpu"",""value"":32.5,""time"":1656944670303},{""name"":""H11_Twindings"",""value"":32.2,""time"":1656944670207},{""name"":""H11_Tboard"",""value"":31.5,""time"":1656944670467},{""name"":""H11_Tplate"",""value"":33.8,""time"":1656944670261},{""name"":""H11_Twindings"",""value"":27.6,""time"":1656944831282},{""name"":""H11_Tplate"",""value"":29,""time"":1656944831423},{""name"":""H11_Tboard"",""value"":27,""time"":1656944832518},{""name"":""H11_Tcpu"",""value"":27.9,""time"":1656944831588},{""name"":""H11_Twindings"",""value"":31.6,""time"":1656944951503},{""name"":""H11_Tplate"",""value"":33.2,""time"":1656944951941},{""name"":""H11_Tcpu"",""value"":31.9,""time"":1656944952727},{""name"":""H11_Tboard"",""value"":31,""time"":1656944952823},{""name"":""H11_Twindings"",""value"":28.1,""time"":1656945071291},{""name"":""H11_Tplate"",""value"":29.5,""time"":1656945071343},{""name"":""H11_Tcpu"",""value"":28.4,""time"":1656945071500},{""name"":""H11_Tboard"",""value"":27.6,""time"":1656945071661},{""name"":""H11_Tcpu"",""value"":26.8,""time"":1656945218495},{""name"":""H11_Tboard"",""value"":26,""time"":1656945218570},{""name"":""H11_Twindings"",""value"":30.6,""time"":1656945278488},{""name"":""H11_Tplate"",""value"":27.9,""time"":1656945218455},{""name"":""H11_Twindings"",""value"":21.9,""time"":1656945398491},{""name"":""H11_Tboard"",""value"":34.1,""time"":1656945338568},{""name"":""H11_Tplate"",""value"":36.5,""time"":1656945338483},{""name"":""H11_Tcpu"",""value"":35.1,""time"":1656945338527},{""name"":""H11_Twindings"",""value"":27.2,""time"":1656945571370},{""name"":""H11_Tcpu"",""value"":27.5,""time"":1656945571471},{""name"":""H11_Tboard"",""value"":26.7,""time"":1656945571634},{""name"":""H11_Tplate"",""value"":28.6,""time"":1656945571427}]"
62c2f7b756ebca966f9f295c,Mon Jul 04 2022,1656944504809,Head_12,1656945571634,32,"[{""name"":""H12_Tplate"",""value"":36.9,""time"":1656944504989},{""name"":""H12_Twindings"",""value"":35.2,""time"":1656944504809},{""name"":""H12_Tboard"",""value"":34.5,""time"":1656944506104},{""name"":""H12_Tcpu"",""value"":35.5,""time"":1656944505547},{""name"":""H12_Twindings"",""value"":33.7,""time"":1656944670207},{""name"":""H12_Tplate"",""value"":35.4,""time"":1656944670261},{""name"":""H12_Tcpu"",""value"":34.1,""time"":1656944670303},{""name"":""H12_Tboard"",""value"":33.1,""time"":1656944670467},{""name"":""H12_Twindings"",""value"":26.3,""time"":1656944831282},{""name"":""H12_Tplate"",""value"":27.6,""time"":1656944831423},{""name"":""H12_Tcpu"",""value"":26.6,""time"":1656944831588},{""name"":""H12_Tboard"",""value"":25.8,""time"":1656944832518},{""name"":""H12_Twindings"",""value"":22.7,""time"":1656944951503},{""name"":""H12_Tplate"",""value"":23.9,""time"":1656944951941},{""name"":""H12_Tboard"",""value"":22.3,""time"":1656944952823},{""name"":""H12_Tcpu"",""value"":22.9,""time"":1656944952727},{""name"":""H12_Twindings"",""value"":26.8,""time"":1656945071291},{""name"":""H12_Tcpu"",""value"":27,""time"":1656945071500},{""name"":""H12_Tplate"",""value"":28.1,""time"":1656945071343},{""name"":""H12_Tboard"",""value"":26.2,""time"":1656945071661},{""name"":""H12_Tboard"",""value"":30.3,""time"":1656945218570},{""name"":""H12_Tplate"",""value"":32.4,""time"":1656945218455},{""name"":""H12_Twindings"",""value"":34.9,""time"":1656945278488},{""name"":""H12_Tcpu"",""value"":31.2,""time"":1656945218495},{""name"":""H12_Tplate"",""value"":30,""time"":1656945338483},{""name"":""H12_Twindings"",""value"":20.6,""time"":1656945398491},{""name"":""H12_Tcpu"",""value"":28.9,""time"":1656945338527},{""name"":""H12_Tboard"",""value"":28,""time"":1656945338568},{""name"":""H12_Twindings"",""value"":34.7,""time"":1656945571370},{""name"":""H12_Tplate"",""value"":36.4,""time"":1656945571427},{""name"":""H12_Tcpu"",""value"":35,""time"":1656945571471},{""name"":""H12_Tboard"",""value"":34,""time"":1656945571634}]"
